id,title,authors,venue,year
18,"database patchwork on the internet reinhard braumandl , alfons kemper , donald kossmann international conference on management of data",,,1999.0
19,domino : databases for moving objects tracking international conference on management of data,"ouri wolfson , prasad sistla , bo xu , jutai zhou , sam chamberlain",,1999.0
20,"the need for distributed asynchronous transactions lyman do , prabhu ram , pamela drew 1999",,international conference on management of data,
21,"versions and workspaces in microsoft repository thomas bergstraesser , philip a. bernstein , shankar pal , david shutt international conference on management of data",,,1999.0
22,"data integration and warehousing in telecom italia stefano m. trisolini , maurizio lenzerini , daniele nardi",,international conference on management of data,1999.0
23,improving oltp data quality using data warehouse mechanisms international conference on management of data 1999,"matthias jarke , christoph quix , guido blees , dirk lehmann , gunter michalk , stefan stierl",,
24,serf : odmg-based generic re-structuring facility 1999,"e. a. rundensteiner , k. claypool , m. li , l. chen , z. zhang , c. natarajan , j. jin , s. de lima , s. weiner",international conference on management of data,
25,"powerbookmarks : a system for personalizable web information organization , sharing , and management wen-syan li , quoc vu , edward chang , divyakant agrawal , kyoji hirata , sougata mukherjea , yi-leh wu , corey bufi , chen-chuan kevin chang , yoshinori hara , reiko ito , yutaka kimura , kezuyuki shimazu , yukiyoshi saito international conference on management of data",,,1999.0
26,"the aqua approximate query answering system swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy 1999",,international conference on management of data,
27,tam : a system for dynamic transactional activity management international conference on management of data 1999,"tong zhou , ling liu , calton pu",,
28,exploratory mining via constrained frequent set queries 1999,"raymond ng , laks v. s. lakshmanan , jiawei han , teresa mah",international conference on management of data,
29,"evolvable view environment ( eve ) : non-equivalent view maintenance under schema changes e. a. rundensteiner , a. koeller , x. zhang , a. j. lee , a. nica , a. van wyk , y. lee 1999",,international conference on management of data,
30,phoenix : making applications robust international conference on management of data,"roger barga , david b. lomet",,1999.0
31,nodose version 2.0 international conference on management of data 1999,"brad adelberg , matthew denny",,
32,bringing object-relational technology to the mainstream 1999,"vishu krishnamurthy , sandeepan banerjee , anil nori",international conference on management of data,
33,implementing the spirit of sql-99 paul brown,,international conference on management of data,1999.0
34,managing web data dan suciu 1999,,international conference on management of data,
35,"o-o , what 's happening to db2 ? 1999","m. carey , d. chamberlin , d. doole , s. rielau , n. mattos , s. narayanan , b. vance , r. swagerman",international conference on management of data,
36,hypertext databases and data mining soumen chakrabarti international conference on management of data,,,1999.0
37,"clustering methods for large databases : from the past to the future alexander hinneburg , daniel a. keim international conference on management of data",,,1999.0
38,petabyte databases international conference on management of data,dirk d &#252; llmann,,1999.0
39,a database perspective on lotus domino/notes c. mohan 1999,,international conference on management of data,
40,microsoft site server ( commerce ed . ) : talk-slides available at the conference international conference on management of data,bassel ojjeh,,1999.0
41,e-commerce database issues and experience : ( talk-slides available at at the conference ) anand rajaraman 1999,,international conference on management of data,
42,merge replication in microsoft 's sql server 7.0 brad hammond 1999,,international conference on management of data,
43,in-memory data management for consumer transactions the timesten approach,corporate timesten team,international conference on management of data,1999.0
44,emc information sharing : direct access to mvs data from unix and nt walt kohler,,international conference on management of data,1999.0
45,daytona and the foruth-generation language cymbal,rick greer,international conference on management of data,1999.0
46,"datablitz storage manager : main-memory database performance for critical applications j. baulier , p. bohannon , s. gogate , c. gupta , s. haldar",,international conference on management of data,1999.0
47,"indexing medium-dimensionality data in oracle k. v. ravi kanth , siva ravada , jayant sharma , jay banerjee 1999",,international conference on management of data,
48,"storing semistructured data with stored alin deutsch , mary fernandez , dan suciu international conference on management of data 1999",,,
49,efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,international conference on management of data,1999.0
50,a new method for similarity indexing of market basket data 1999,"charu c. aggarwal , joel l. wolf , philip s. yu",international conference on management of data,
51,"walrus : a similarity retrieval algorithm for image databases apostol natsev , rajeev rastogi , kyuseok shim international conference on management of data 1999",,,
52,"shrinking the warehouse update window wilburt juan labio , ramana yerneni , hector garcia-molina",,international conference on management of data,1999.0
53,"dynamat : a dynamic view management system for data warehouses yannis kotidis , nick roussopoulos international conference on management of data 1999",,,
54,"bottom-up computation of sparse and iceberg cube kevin beyer , raghu ramakrishnan",,international conference on management of data,1999.0
55,"client-site query extensions tobias mayr , praveen seshadri 1999",,international conference on management of data,
56,data management issues in electronic commerce m. tamer &#214; zsu,,international conference on management of data,1999.0
57,"of crawlers , portals , mice , and men : is there more to mining the web ? 1999","minos n. garofalakis , sridhar ramaswamy , rajeev rastogi , kyuseok shim",international conference on management of data,
58,"honey , i shrunk the database : footprint , mobility , and beyond praveen seshadri",,international conference on management of data,1999.0
59,a layered architecture for querying dynamic web content 1999,"hasan davulcu , juliana freire , michael kifer , i. v. ramakrishnan",international conference on management of data,
60,"automatic discovery of language models for text databases jamie callan , margaret connell , aiqun du international conference on management of data 1999",,,
61,"record-boundary discovery in web documents d. w. embley , y. jiang , y.-k . ng",,international conference on management of data,1999.0
62,"query rewriting for semistructured data yannis papakonstantinou , vasilis vassalos",,international conference on management of data,1999.0
63,"computing capabilities of mediators ramana yerneni , chen li , hector garcia-molina , jeffrey ullman international conference on management of data",,,1999.0
64,high speed on-line backup when using logical log operations 2000,david b. lomet,international conference on management of data,
65,"efficient resumption of interrupted warehouse loads wilburt juan labio , janet l. wiener , hector garcia-molina , vlad gorelik",,international conference on management of data,2000.0
66,"on-line reorganization in object databases mohana k. lakhamraju , rajeev rastogi , s. seshadri , s. sudarshan international conference on management of data",,,2000.0
67,"finding generalized projected clusters in high dimensional spaces charu c. aggarwal , philip s. yu international conference on management of data 2000",,,
68,"density biased sampling : an improved method for data mining and clustering christopher r. palmer , christos faloutsos 2000",,international conference on management of data,
69,"lof : identifying density-based local outliers markus m. breunig , hans-peter kriegel , raymond t. ng , j &#246; rg sander international conference on management of data 2000",,,
70,answering complex sql queries using automatic summary tables international conference on management of data,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",,2000.0
71,"synchronizing a database to improve freshness junghoo cho , hector garcia-molina",,international conference on management of data,2000.0
72,how to roll a join : asynchronous incremental view maintenance international conference on management of data 2000,"kenneth salem , kevin beyer , bruce lindsay , roberta cochrane",,
73,"on wrapping query languages and efficient xml integration vassilis christophides , sophie cluet , j &#233; r &#466; me sim &#232; on 2000",,international conference on management of data,
74,"xmill : an efficient compressor for xml data hartmut liefke , dan suciu 2000",,international conference on management of data,
75,"xtract : a system for extracting document type descriptors from xml documents minos garofalakis , aristides gionis , rajeev rastogi , s. seshadri , kyuseok shim",,international conference on management of data,2000.0
76,"spatial join selectivity using power laws christos faloutsos , bernhard seeger , agma traina , caetano traina , jr.",,international conference on management of data,2000.0
77,"mocha : a self-extensible database middleware system for distributed data sources manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos international conference on management of data 2000",,,
78,closest pair queries in spatial databases 2000,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,
79,influence sets based on reverse nearest neighbor queries international conference on management of data,"flip korn , s. muthukrishnan",,2000.0
80,security of random data perturbation methods,"krishnamurty muralidhar , rathindra sarathy",acm transactions on database systems ( tods ),1999.0
81,improving database design through the analysis of relationships acm transactions on database systems ( tods ) 1999,"debabrata dey , veda c. storey , terence m. barron",,
82,the sift information dissemination system acm transactions on database systems ( tods ) 1999,"tak w. yan , hector garcia-molina",,
83,an ontological analysis of the relationship construct in conceptual modeling acm transactions on database systems ( tods ) 1999,"yair wand , veda c. storey , ron weber",,
84,chorochronos : a research network for spatiotemporal database systems acm sigmod record,"andrew frank , stephane grumbach , ralf hartmut g &#252; ting , christian s. jensen , manolis koubarakis , nikos lorentzos , yannis manolopoulos , enrico nardelli , barbara pernici , hans-j &#246; rg schek , michel scholl , timos sellis , babis theodoulidis , peter widmayer",,1999.0
85,"engineering federated information systems : report of eefis '99 workshop s. conrad , w. hasselbring , u. hohenstein , r.-d . kutsche , m. roantree , g. saake , f. saltor",,acm sigmod record,1999.0
86,"first-class views : a key to user-centered computing arnon rosenthal , edward sciore",,acm sigmod record,1999.0
87,cost estimation of user-defined methods in object-relational database systems 1999,"jihad boulos , kinji ono",acm sigmod record,
88,"distributed transactions in practice prabhu ram , lyman do , pamela drew acm sigmod record",,,1999.0
89,on mutli-resolution document transmission in mobile web acm sigmod record,"stanley m. t. yau , hong va leong , dennis mcleod , antonio si",,1999.0
90,"an overview and classification of mediated query systems ruxandra domenig , klaus r. dittrich 1999",,acm sigmod record,
91,"a distributed scientific data archive using the web , xml and sql/med mark papiani , jasmin l. wason , alistair n. dunlop , denis a. nicole",,acm sigmod record,1999.0
92,mining frequent patterns without candidate generation 2000,"jiawei han , jian pei , yiwen yin",international conference on management of data,
93,database research at the university of oklahoma acm sigmod record,"le gruenwald , leonard brown , ravi dirckze , sylvain guinepain , carlos sanchez , brian summers , sirirut vanichayobon",,1999.0
94,turbo-charging vertical mining of large databases international conference on management of data 2000,"pradeep shenoy , jayant r. haritsa , s. sundarshan , gaurav bhalotia , mayank bawa , devavrat shah",,
95,data mining on an oltp system ( nearly ) for free 2000,"erik riedel , christos faloutsos , gregory r. ganger , david f. nagle",international conference on management of data,
96,"a study on data point search for hg-trees joseph kuan , paul lewis acm sigmod record",,,1999.0
97,the oasis multidatabase prototype acm sigmod record,"mark roantree , john murphy , wilhelm hasselbring",,1999.0
98,efficient materialization and use of views in data warehouses 1999,"m &#225; rcio farias de souza , marcus costa sampaio",acm sigmod record,
99,"design principles for data-intensive web sites stefano ceri , piero fraternali , stefano paraboschi 1999",,acm sigmod record,
100,"sql : 1999 , formerly known as sql3","andrew eisenberg , jim melton",acm sigmod record,1999.0
101,broadcast protocols to support efficient retrieval from databases by mobile users acm transactions on database systems ( tods ) 1999,"anindya datta , debra e. vandermeer , aslihan celik , vijay kumar",,
102,"video anywhere : a system for searching and managing distributed heterogeneous video assets amit sheth , clemens bertram , kshitij shah",,acm sigmod record,1999.0
103,"nsf workshop on industrial/academic cooperation in database systems mike carey , len seligman 1999",,acm sigmod record,
104,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",acm transactions on database systems ( tods ),1999.0
105,gloss : text-source discovery over the internet 1999,"luis gravano , h &#233; ctor garc &#237; a-molina , anthony tomasic",acm transactions on database systems ( tods ),
106,"database design for incomplete relations mark levene , george loizou 1999",,acm transactions on database systems ( tods ),
107,temporal fds on complex objects jef wijsen acm transactions on database systems ( tods ),,,1999.0
108,"indexing large metric spaces for similarity search queries tolga bozkaya , meral ozsoyoglu acm transactions on database systems ( tods )",,,1999.0
109,"specification and implementation of exceptions in workflow management systems fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi 1999",,acm transactions on database systems ( tods ),
110,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999",,,
111,type-checking oql queries in the odmg type systems,suad alag &#237; c,acm transactions on database systems ( tods ),1999.0
112,the middleware muddle acm sigmod record 1998,david ritter,,
113,"the asilomar report on database research phil bernstein , michael brodie , stefano ceri , david dewitt , mike franklin , hector garcia-molina , jim gray , jerry held , joe hellerstein , h. v. jagadish , michael lesk , dave maier , jeff naughton , hamid pirahesh , mike stonebraker , jeff ullman 1998",,acm sigmod record,
114,electronic market : the roadmap for university libraries and members to survive in the information jungle 1998,"michael christoffel , sebastian pulkowski , bethina schmitt , peter c. lockemann",acm sigmod record,
115,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,"josep domingo-ferrer , jordi herrera-joancomart &#237;",acm sigmod record,1998.0
116,"semantic and pedagogic interoperability mechanisms in the ariadne educational repository e. forte , f. haenni , k. warkentyne , e. duval , k. cardinaels , e. vervaet , k. hendrikx , m. wentland forte , f. simillion",,acm sigmod record,1999.0
117,semantic integration of environmental models for application to global information systems and decision-making d. scott mackay acm sigmod record 1999,,,
118,semantic interoperability in global information systems acm sigmod record 1999,"a. m. ouksel , a. sheth",,
119,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",acm sigmod record,1998.0
120,dynamic service matchmaking among agents in open information environments acm sigmod record 1999,"katia sycara , matthias klusch , seth widoff , jianguo lu",,
121,contextualizing the information space in federated digital libraries acm sigmod record 1999,"m. p. papazoglou , j. hoppenbrouwers",,
122,semantic video indexing : approach and issues arun hampapur 1999,,acm sigmod record,
123,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems acm sigmod record,"ken smith , leo obrst",,1999.0
124,"report on the 13th brazilian symposium on database systems ( sbbd ' 98 ) mario a. nascimento , claudia bauzer medeiros acm sigmod record",,,1999.0
125,semantic interoperability in information services : experiencing with coopware,avigdor gal,acm sigmod record,1999.0
126,"agent-based semantic interoperability in infosleuth jerry fowler , brad perry , marian nodine , bruce bargmeyer 1999",,acm sigmod record,
127,semantic integration of semistructured and structured data sources,"s. bergamaschi , s. castano , m. vincini",acm sigmod record,1999.0
128,keynote address robert s. epstein international conference on management of data 1995,,,
129,keynote address larry j. ellison international conference on management of data 1995,,,
130,object normal forms and dependency constraints for object-oriented schemata acm transactions on database systems ( tods ) 1997,"zahir tari , john stokes , stefano spaccapietra",,
131,database design with common sense business reasoning and learning acm transactions on database systems ( tods ),"veda c. storey , roger h. l. chiang , debabrata dey , robert c. goldstein , shankar sudaresan",,1997.0
132,inverted files versus signature files for text indexing acm transactions on database systems ( tods ) 1998,"justin zobel , alistair moffat , kotagiri ramamohanarao",,
133,ensuring consistency in multidatabases by preserving two-level serializability acm transactions on database systems ( tods ) 1998,"sharad mehrotra , rajeev rastogi , henry f. korth , abraham silberschatz",,
134,towards a theory of cost management for digital libraries and electronic commerce acm transactions on database systems ( tods ) 1998,"a. prasad sistla , ouri wolfson , yelena yesha , robert sloan",,
135,"information gathering in the world-wide web : the w3ql query language and the w3qs system david konopnicki , oded shmueli",,acm transactions on database systems ( tods ),1998.0
136,a protein patent query system powered by kleisli 1998,"jing chen , limsoon wong , louxin zhang",international conference on management of data,
137,"dtl 's dataspot : database exploration as easy as browsing the web ... shaul dar , gadi entin , shai geva , eran palmon international conference on management of data 1998",,,
138,multiview access protocols for large-scale replication,"xiangning liu , abdelsalam helal , weimin du",acm transactions on database systems ( tods ),1998.0
139,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm transactions on database systems ( tods ),1998.0
140,"multimediaminer : a system prototype for multimedia data mining osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang",,international conference on management of data,1998.0
141,xmas : an extensible main-memory storage system for high-performance applications,"jang ho park , yong sik kwon , ki hong kim , sang ho lee , byoung dae park , sang kyun cha",international conference on management of data,1998.0
142,the idea web lab 1998,"stefano ceri , piero fraternali , stefano paraboschi",international conference on management of data,
143,supersql : an extended sql for database publishing and presentation international conference on management of data,motomichi toyama,,1998.0
144,control : continuous output and navigation technology with refinement on-line international conference on management of data 1998,"ron avnur , joseph m. hellerstein , bruce lo , chris olston , bhaskaran raman , vijayshankar raman , tali roth , kirk wylie",,
145,amdb : an access method debugging tool international conference on management of data,"marcel kornacker , mehul shah , joseph m. hellerstein",,1998.0
146,user-oriented smart-cache for the web : what you seek is what you get ! 1998,"zo &#233; lacroix , arnaud sahuguet , raman chandrasekar",international conference on management of data,
147,"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data",,,1998.0
148,"flowback : providing backward recovery for workflow management systems bartek kiepuszewski , ralf muhlberger , maria e. orlowska 1998",,international conference on management of data,
149,providing database-like access to the web using queries based on textual similarity william w. cohen,,international conference on management of data,1998.0
150,ariadne : a system for constructing mediators for internet sources international conference on management of data,"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada",,1998.0
151,"capability based mediation in tsimmis chen li , ramana yerneni , vasilis vassalos , hector garcia-molina , yannis papakonstantinou , jeffrey ullman , murty valiveti international conference on management of data 1998",,,
152,the araneus web-based management system international conference on management of data 1998,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",,
153,cq : a personalized update monitoring toolkit 1998,"ling liu , calton pu , wei tang , david buttler , john biggs , tong zhou , paul benninghoff , wei han , fenghua yu",international conference on management of data,
154,"datasplash chris olston , allison woodruff , alexander aiken , michael chu , vuk ercegovac , mark lin , mybrid spalding , michael stonebraker international conference on management of data 1998",,,
155,microsoft index turning wizard for sql server 7.0 international conference on management of data,"surajit chaudhuri , vivek narasayya",,1998.0
156,olympic records for data at the 1998 nagano games 1998,edwin r. lassettre,international conference on management of data,
157,delivering high availability for inktomi search engines international conference on management of data,eric a. brewer,,1998.0
158,microsoft.com : a high-scale data management and transaction processing solution international conference on management of data,sherri kennamer,,1998.0
159,free parallel data mining international conference on management of data 1998,"bin li , dennis shasha",,
160,real business processing meets the web 1998,james chong,international conference on management of data,
161,"developing a high traffic , read-only web site 1998","john nauman , ray suorsa",international conference on management of data,
162,filenet integrated document management database usage and issues daniel s. whelan 1998,,international conference on management of data,
163,about quark digital media system kamar aulakh 1998,,international conference on management of data,
164,"50,000 users on an oracle8 universal server database international conference on management of data","tirthankar lahiri , ashok joshi , amit jasuja , sumanta chatterjee",,1998.0
165,oracle rdb 's record caching model 1998,"richard anderson , gopalan arun , richard frank",international conference on management of data,
166,"a data mining application : customer retention at the port of singapore authority ( psa ) kiansing ng , huan liu , hweebong kwah",,international conference on management of data,1998.0
167,transactional publish/subscribe : the proactive multicast of database changes ( abstract ) arvola chan international conference on management of data 1998,,,
168,"the pointcast network ( abstract ) satish ramakrishnan , vibha dayal",,international conference on management of data,1998.0
169,"data in your face : push technology in perspective michael franklin , stan zdonik international conference on management of data 1998",,,
170,"ubiquitous , self-tuning , scalable servers peter spiro",,international conference on management of data,1998.0
171,database systems management and oracle8 c. gregory doherty international conference on management of data,,,1998.0
172,managing large systems with db2 udb international conference on management of data,chris eaton,,1998.0
173,sql open heterogeneous data access,"berthold reinwald , hamid pirahesh",international conference on management of data,1998.0
174,enterprise java platform data access,"seth white , rick cattell , shel finkelstein",international conference on management of data,1998.0
175,microsoft universal data access platform international conference on management of data 1998,"jos &#233; a. blakeley , michael j. pizzo",,
176,java and relational databases ( tutorial ) : sqlj international conference on management of data,"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker",,1998.0
177,"high-dimensional index structures database support for next decade 's applications ( tutorial ) stefan berchtold , daniel a. keim 1998",,international conference on management of data,
178,"electronic commerce : tutorial nabil r. adam , yelena yesha international conference on management of data",,,1998.0
179,sap r/3 ( tutorial ) : a database application system international conference on management of data 1998,"alfons kemper , donald kossmann , florian matthes",,
180,are we working on the right problems ? ( panel ) michael stonebraker international conference on management of data,,,1998.0
181,next generation database systems wo n't work without semantics ! ( panel ) john mylopoulos international conference on management of data 1998,,,
182,"memory management during run generation in external sorting per - &#197; ke larson , goetz graefe",,international conference on management of data,1998.0
183,"replication , consistency , and practicality : are these mutually exclusive ? todd anderson , yuri breitbart , henry f. korth , avishai wool international conference on management of data 1998",,,
184,wavelet-based histograms for selectivity estimation international conference on management of data 1998,"yossi matias , jeffrey scott vitter , min wang",,
185,"efficient transparent application recovery in client-server information systems david lomet , gerhard weikum international conference on management of data",,,1998.0
186,"approximate medians and other quantiles in one pass and with limited memory gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay 1998",,international conference on management of data,
187,random sampling for histogram construction : how much is enough ?,"surajit chaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1998.0
188,"a multi-similarity algebra s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian international conference on management of data 1998",,,
189,catching the boat with strudel : experiences with a web-site management system 1998,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,
190,on parallel processing of aggregate and scalar functions in object-relational dbms 1998,"michael jaedicke , bernhard mitschang",international conference on management of data,
191,secure and portable database extensibility 1998,"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken",international conference on management of data,
192,"on random sampling over joins surajit chaudhuri , rajeev motwani , vivek narasayya 1999",,international conference on management of data,
193,random sampling techniques for space efficient online computation of order statistics of large datasets international conference on management of data,"gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay",,1999.0
194,"ripple joins for online aggregation peter j. haas , joseph m. hellerstein 1999",,international conference on management of data,
195,"join synopses for approximate query answering swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",,international conference on management of data,1999.0
196,query optimization in the presence of limited access patterns international conference on management of data 1999,"daniela florescu , alon levy , ioana manolescu , dan suciu",,
197,an adaptive query execution system for data integration international conference on management of data 1999,"zachary g. ives , daniela florescu , marc friedman , alon levy , daniel s. weld",,
198,mind your vocabulary : query mapping across heterogeneous information sources international conference on management of data 1999,"chen-chuan k. chang , h &#233; ctor garc &#237; a-molina",,
199,"query processing techniques for arrays arunprasad p. marathe , kenneth salem",,international conference on management of data,1999.0
200,boat-optimistic decision tree construction,"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999.0
201,"optimization of constrained frequent set queries with 2-variable constraints laks v. s. lakshmanan , raymond ng , jiawei han , alex pang",,international conference on management of data,1999.0
202,"approximate computation of multidimensional aggregates of sparse data using wavelets jeffrey scott vitter , min wang international conference on management of data",,,1999.0
203,"self-tuning histograms : building histograms without looking at data ashraf aboulnaga , surajit chaudhuri international conference on management of data",,,1999.0
204,"an efficient bitmap encoding scheme for selection queries chee-yong chan , yannis e. ioannidis",,international conference on management of data,1999.0
205,multi-dimensional selectivity estimation using compressed histogram information,"ju-hong lee , deok-hwan kim , chin-wan chung",international conference on management of data,1999.0
206,a comparison of selectivity estimators for range queries on metric attributes international conference on management of data 1999,"bj &#246; rn blohsfeld , dieter korus , bernhard seeger",,
207,query optimization for selections using bitmaps international conference on management of data,ming-chuan wu,,1999.0
208,fast algorithms for projected clustering,"charu c. aggarwal , joel l. wolf , philip s. yu , cecilia procopiuc , jong soo park",international conference on management of data,1999.0
209,logical logging to extend recovery to new domains international conference on management of data 1999,"david lomet , mark tuttle",,
210,efficient concurrency control for broadcast environments international conference on management of data,"jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham",,1999.0
211,"update propagation protocols for replicated databates yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz international conference on management of data 1999",,,
212,belief reasoning in mls deductive databases 1999,hasan m. jamil,international conference on management of data,
213,a multimedia presentation algebra 1999,"s. adali , m. l. sapino , v. s. subrahmanian",international conference on management of data,
214,querying network directories international conference on management of data,"h. v. jagadish , laks v. s. lakshmanan , tova milo , divesh srivastava , dimitra vista",,1999.0
215,online association rule mining international conference on management of data,christian hidber,,1999.0
216,"conceptual schema analysis : techniques and applications s. castano , v. de antonellis , m. g. fugini , b. pernici",,acm transactions on database systems ( tods ),1998.0
217,"an access control model supporting periodicity constraints and temporal reasoning elisa bertino , claudio bettini , elena ferrari , pierangela samarati",,acm transactions on database systems ( tods ),1998.0
218,"an efficient method for checking object-oriented database schema correctness a. formica , h. d. groger , m. missikoff 1998",,acm transactions on database systems ( tods ),
219,integration of spatial join algorithms for processing multiple inputs international conference on management of data 1999,"nikos mamoulis , dimitris papadias",,
220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999.0
221,efficient concurrency control in multidimensional access methods 1999,"kaushik chakrabarti , sharad mehrotra",international conference on management of data,
222,snakes and sandwiches : optimal clustering strategies for a data warehouse international conference on management of data 1999,"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava",,
223,optics : ordering points to identify the clustering structure international conference on management of data,"mihael ankerst , markus m. breunig , hans-peter kriegel , j &#246; rg sander",,1999.0
224,"a case for intelligent disks ( idisks ) kimberly keeton , david a. patterson , joseph m. hellerstein 1998",,acm sigmod record,
225,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",acm sigmod record,1998.0
226,reminiscences on influential papers richard snodgrass acm sigmod record 1998,,,
227,b-tree page size when caching is considered david lomet acm sigmod record 1998,,,
228,"the microsoft database research group david lomet , roger barga , surajit chaudhuri , paul larson , vivek narasayya 1998",,acm sigmod record,
229,database research at columbia university 1998,"shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo",acm sigmod record,
230,database techniques for the world-wide web : a survey acm sigmod record,"daniela florescu , alon levy , alberto mendelzon",,1998.0
231,"standards in practice andrew eisenberg , jim melton 1998",,acm sigmod record,
232,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( tods ),,,1998.0
233,supporting valid-time indeterminacy 1998,"curtis e. dyreson , richard thomas snodgrass",acm transactions on database systems ( tods ),
234,the garlic project international conference on management of data 1996,"m. tork roth , m. arya , l. haas , m. carey , w. cody , r. fagin , p. schwarz , j. thomas , e. wimmers",,
235,bess : storage support for interactive visualization systems international conference on management of data,"a. biliris , t. a. funkhouser , w. o'connell , e. panagos",,1996.0
236,algebraic change propagation for semijoin and outerjoin queries,"timothy griffin , bharat kumar",acm sigmod record,1998.0
237,"enhanced nearest neighbour search on the r-tree king lum cheung , ada wai-chee fu 1998",,acm sigmod record,
238,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ) 1998,"alex borgida , vinay k. chaudhri , martin staudt",acm sigmod record,
239,"safe stratified datalog with integer order does not have syntax alexei p. stolboushkin , michael a. taitslin",,acm transactions on database systems ( tods ),1998.0
240,dbminer : interactive mining of multiple-level knowledge in relational databases 1996,"jaiwei han , youngjian fu , wei wang , jenny chiang , osmar r. za &#239; ane , krzysztof koperski",international conference on management of data,
